agent_id,call_length,datestamp,lead_id,status
1,8,2023-03-30 01:14:36,AA_826713157,VM
2,8,2023-03-30 01:14:36,AA_826713157,VM
3,730,2023-03-29 23:14:36,AA_784383158,S
1,9,2023-03-28 22:14:36,AA_784383158,VM
2,9,2023-03-30 01:14:36,AA_159843159,VM
5,7,2023-03-29 01:14:36,AA_159843159,VM
1,1231,2023-03-28 23:14:36,AA_784053160,S
4,10,2023-03-29 01:14:36,AA_784053160,VM
1,4,2023-03-29 00:14:36,AA_337103161,VM
4,75,2023-03-28 23:14:36,AA_337103161,NI
1,2082,2023-03-29 22:14:36,AA_261693162,S
2,1299,2023-03-29 22:14:36,AA_261693162,S
2,5,2023-03-29 01:14:36,AA_269373163,VM
4,2208,2023-03-28 22:14:36,AA_269373163,S
3,92,2023-03-28 22:14:36,AA_247363164,CB
4,1179,2023-03-29 01:14:36,AA_247363164,S
5,7,2023-03-29 23:14:36,AA_475083165,VM
2,5,2023-03-29 01:14:36,AA_475083165,VM
2,1,2023-03-29 22:14:36,AA_997513166,VM
2,8,2023-03-29 00:14:36,AA_997513166,VM
5,9,2023-03-30 00:14:36,AA_220773167,VM
1,10,2023-03-29 23:14:36,AA_220773167,VM
4,40,2023-03-29 01:14:36,AA_670603168,CB
4,2,2023-03-29 22:14:36,AA_670603168,VM
1,55,2023-03-28 22:14:36,AA_670603168,CB
2,132,2023-03-28 23:14:36,AA_127143169,NI
2,7,2023-03-28 23:14:36,AA_127143169,VM
3,2422,2023-03-29 00:14:36,AA_129503170,S
4,72,2023-03-29 23:14:36,AA_129503170,CB
1,10,2023-03-29 00:14:36,AA_308513171,VM
3,8,2023-03-29 00:14:36,AA_308513171,VM
4,5,2023-03-28 22:14:36,AA_956273172,VM
3,9,2023-03-29 00:14:36,AA_956273172,VM
4,8,2023-03-30 01:14:36,AA_413633173,VM
5,48,2023-03-29 01:14:36,AA_413633173,NI
5,282,2023-03-29 22:14:36,AA_152063174,NI
4,9,2023-03-29 00:14:36,AA_152063174,VM
2,8,2023-03-29 01:14:36,AA_152063174,VM
1,147,2023-03-29 00:14:36,AA_704673175,NI
5,9,2023-03-29 01:14:36,AA_704673175,VM
3,45,2023-03-30 01:14:36,AA_793943176,CB
4,10,2023-03-30 00:14:36,AA_793943176,VM
3,171,2023-03-29 00:14:36,AA_603533177,NI
1,2719,2023-03-29 22:14:36,AA_603533177,S
2,89,2023-03-30 00:14:36,AA_273803178,NI
4,6,2023-03-29 23:14:36,AA_273803178,VM
2,5,2023-03-29 00:14:36,AA_273803178,VM
3,4,2023-03-28 22:14:36,AA_912143179,VM
5,6,2023-03-29 00:14:36,AA_912143179,VM
4,4,2023-03-30 01:14:36,AA_594703180,VM
4,2,2023-03-29 23:14:36,AA_594703180,VM
5,7,2023-03-29 00:14:36,AA_594703180,VM
1,8,2023-03-29 01:14:36,AA_485833181,VM
5,8,2023-03-29 22:14:36,AA_485833181,VM
5,1,2023-03-30 00:14:36,AA_772093182,VM
1,7,2023-03-29 23:14:36,AA_772093182,VM
4,3,2023-03-30 00:14:36,AA_772093182,VM
1,10,2023-03-29 23:14:36,AA_772093182,CB
4,219,2023-03-30 01:14:36,AA_772093182,NI
4,4,2023-03-30 01:14:36,AA_935743183,VM
4,64,2023-03-28 22:14:36,AA_935743183,NI
3,3,2023-03-29 23:14:36,AA_858673184,VM
3,6,2023-03-29 01:14:36,AA_858673184,VM
2,10,2023-03-29 22:14:36,AA_349413185,VM
3,3,2023-03-29 01:14:36,AA_349413185,VM
5,11,2023-03-28 22:14:36,AA_632163186,CB
3,5,2023-03-29 22:14:36,AA_632163186,VM
5,64,2023-03-30 00:14:36,AA_632163186,CB
2,45,2023-03-29 23:14:36,AA_189603187,NI
3,65,2023-03-29 23:14:36,AA_189603187,NI
2,271,2023-03-28 23:14:36,AA_521833188,NI
3,300,2023-03-30 00:14:36,AA_521833188,NI
5,2189,2023-03-28 23:14:36,AA_521833188,S
5,119,2023-03-29 22:14:36,AA_433233189,NI
5,227,2023-03-29 23:14:36,AA_433233189,NI
5,3,2023-03-28 23:14:36,AA_433233189,VM
5,144,2023-03-29 01:14:36,AA_433233189,NI
3,2,2023-03-29 00:14:36,AA_256603190,VM
5,147,2023-03-29 01:14:36,AA_256603190,NI
3,121,2023-03-28 23:14:36,AA_436193191,NI
5,2,2023-03-28 22:14:36,AA_436193191,VM
5,1567,2023-03-29 23:14:36,AA_457583192,S
5,2260,2023-03-30 01:14:36,AA_457583192,S
1,2945,2023-03-29 00:14:36,AA_457583192,S
4,9,2023-03-29 23:14:36,AA_457583192,VM
5,51,2023-03-30 00:14:36,AA_457583192,NI
5,1016,2023-03-29 23:14:36,AA_339943193,S
3,9,2023-03-30 01:14:36,AA_339943193,VM
2,2,2023-03-30 00:14:36,AA_121373194,VM
5,121,2023-03-30 00:14:36,AA_121373194,NI
2,4,2023-03-28 23:14:36,AA_121373194,VM
5,49,2023-03-30 00:14:36,AA_121373194,CB
1,72,2023-03-28 22:14:36,AA_121373194,CB
3,6,2023-03-29 01:14:36,AA_500423195,VM
5,70,2023-03-29 23:14:36,AA_500423195,CB
4,3,2023-03-30 00:14:36,AA_402473196,VM
3,10,2023-03-28 22:14:36,AA_402473196,VM
3,129,2023-03-29 22:14:36,AA_572293197,NI
4,164,2023-03-29 01:14:36,AA_572293197,NI
2,3,2023-03-29 00:14:36,AA_572293197,VM
3,30,2023-03-29 00:14:36,AA_572293197,CB
2,3,2023-03-29 22:14:36,AA_572293197,VM
5,78,2023-03-28 22:14:36,AA_600553198,CB
4,5,2023-03-29 01:14:36,AA_600553198,VM
1,3,2023-03-29 01:14:36,AA_647323199,VM
2,11,2023-03-29 00:14:36,AA_647323199,CB
1,34,2023-03-29 00:14:36,AA_919323200,NI
2,423,2023-03-29 22:14:36,AA_919323200,S
3,59,2023-03-29 00:14:36,AA_316933201,NI
2,94,2023-03-29 23:14:36,AA_316933201,CB
4,24,2023-03-29 22:14:36,AA_650683202,CB
5,10,2023-03-30 01:14:36,AA_650683202,VM
3,1274,2023-03-30 01:14:36,AA_650683202,S
1,10,2023-03-30 00:14:36,AA_650683202,VM
4,1,2023-03-28 22:14:36,AA_650683202,NI
2,3,2023-03-29 01:14:36,AA_242923203,VM
4,6,2023-03-28 22:14:36,AA_242923203,VM
3,1637,2023-03-30 01:14:36,AA_242923203,S
1,2,2023-03-28 22:14:36,AA_810693204,VM
3,8,2023-03-30 00:14:36,AA_810693204,VM
5,3,2023-03-30 01:14:36,AA_614763205,VM
4,17,2023-03-29 23:14:36,AA_614763205,NI
3,8,2023-03-29 00:14:36,AA_614763205,NI
5,6,2023-03-29 01:14:36,AA_614763205,VM
5,2,2023-03-29 01:14:36,AA_927663206,VM
1,7,2023-03-29 01:14:36,AA_927663206,VM
4,6,2023-03-29 01:14:36,AA_515063207,VM
1,8,2023-03-29 00:14:36,AA_515063207,VM
5,81,2023-03-28 22:14:36,AA_515063207,CB
5,106,2023-03-30 01:14:36,AA_383303208,NI
4,1,2023-03-30 01:14:36,AA_383303208,VM
4,8,2023-03-29 00:14:36,AA_383303208,VM
4,5,2023-03-29 00:14:36,AA_889803209,VM
5,274,2023-03-29 00:14:36,AA_889803209,NI
5,95,2023-03-30 01:14:36,AA_523393210,NI
1,2,2023-03-29 23:14:36,AA_523393210,VM
3,9,2023-03-29 22:14:36,AA_107953211,VM
2,85,2023-03-29 00:14:36,AA_107953211,CB
4,7,2023-03-29 23:14:36,AA_107953211,VM
4,10,2023-03-29 23:14:36,AA_782573212,VM
5,6,2023-03-29 00:14:36,AA_782573212,VM
1,7,2023-03-30 01:14:36,AA_772593213,VM
1,9,2023-03-28 23:14:36,AA_772593213,VM
3,15,2023-03-29 22:14:36,AA_146583214,CB
4,3,2023-03-28 22:14:36,AA_146583214,VM
4,5,2023-03-28 23:14:36,AA_818953215,VM
1,9,2023-03-30 00:14:36,AA_818953215,VM
2,93,2023-03-30 00:14:36,AA_818953215,NI
4,230,2023-03-28 22:14:36,AA_876383216,NI
5,3,2023-03-29 01:14:36,AA_876383216,VM
1,166,2023-03-30 00:14:36,AA_674923217,NI
5,6,2023-03-29 00:14:36,AA_674923217,VM
2,9,2023-03-29 22:14:36,AA_435683218,VM
4,8,2023-03-28 23:14:36,AA_435683218,VM
1,9,2023-03-29 22:14:36,AA_477933219,VM
2,1978,2023-03-29 23:14:36,AA_477933219,S
1,2666,2023-03-28 22:14:36,AA_991913220,S
3,10,2023-03-30 00:14:36,AA_991913220,VM
1,5,2023-03-29 22:14:36,AA_991913220,VM
4,61,2023-03-28 22:14:36,AA_991913220,NI
4,94,2023-03-28 23:14:36,AA_991913220,CB
5,3,2023-03-30 00:14:36,AA_759263221,VM
3,5,2023-03-29 00:14:36,AA_759263221,VM
1,3,2023-03-30 00:14:36,AA_759263221,VM
2,56,2023-03-29 00:14:36,AA_899763222,NI
1,2,2023-03-28 22:14:36,AA_899763222,VM
3,61,2023-03-29 23:14:36,AA_595133223,CB
2,22,2023-03-30 01:14:36,AA_595133223,NI
5,1203,2023-03-30 01:14:36,AA_595133223,S
3,118,2023-03-29 00:14:36,AA_239433224,NI
4,5,2023-03-30 00:14:36,AA_239433224,VM
5,4,2023-03-29 00:14:36,AA_239433224,VM
2,4,2023-03-29 00:14:36,AA_239433224,VM
5,213,2023-03-29 23:14:36,AA_682873225,NI
3,58,2023-03-29 23:14:36,AA_682873225,CB
3,73,2023-03-28 23:14:36,AA_203403226,CB
5,242,2023-03-29 23:14:36,AA_203403226,NI
5,268,2023-03-29 22:14:36,AA_600363227,NI
2,7,2023-03-29 00:14:36,AA_600363227,VM
5,3,2023-03-28 23:14:36,AA_295953228,VM
1,7,2023-03-30 00:14:36,AA_295953228,VM
2,6,2023-03-28 23:14:36,AA_926543229,VM
1,10,2023-03-30 00:14:36,AA_926543229,VM
4,9,2023-03-30 00:14:36,AA_878423230,VM
2,210,2023-03-29 23:14:36,AA_878423230,NI
3,5,2023-03-29 00:14:36,AA_205923231,VM
3,6,2023-03-29 01:14:36,AA_205923231,VM
1,9,2023-03-29 22:14:36,AA_192303232,VM
5,22,2023-03-30 01:14:36,AA_192303232,CB
3,31,2023-03-29 00:14:36,AA_842563233,NI
3,8,2023-03-29 22:14:36,AA_842563233,VM
3,6,2023-03-30 01:14:36,AA_573303234,VM
3,4,2023-03-28 22:14:36,AA_573303234,VM
3,80,2023-03-30 00:14:36,AA_668583235,CB
5,8,2023-03-30 00:14:36,AA_668583235,VM
1,4,2023-03-28 22:14:36,AA_844753236,VM
1,6,2023-03-28 22:14:36,AA_844753236,VM
1,9,2023-03-28 22:14:36,AA_677513237,VM
2,22,2023-03-29 00:14:36,AA_677513237,CB
4,44,2023-03-29 22:14:36,AA_677513237,CB
3,3,2023-03-30 01:14:36,AA_928823238,VM
2,54,2023-03-30 01:14:36,AA_928823238,CB
4,7,2023-03-30 00:14:36,AA_895833239,VM
1,1682,2023-03-28 23:14:36,AA_895833239,S
4,41,2023-03-30 00:14:36,AA_443263240,CB
2,847,2023-03-30 00:14:36,AA_443263240,S
1,65,2023-03-28 22:14:36,AA_216373241,CB
4,87,2023-03-30 01:14:36,AA_216373241,CB
5,168,2023-03-30 01:14:36,AA_216373241,NI
3,196,2023-03-29 22:14:36,AA_982453242,NI
4,1506,2023-03-28 23:14:36,AA_982453242,S
4,121,2023-03-29 00:14:36,AA_982453242,NI
2,8,2023-03-30 00:14:36,AA_982453242,VM
4,1,2023-03-29 23:14:36,AA_982453242,VM
1,10,2023-03-30 00:14:36,AA_916823243,CB
5,10,2023-03-29 22:14:36,AA_916823243,VM
5,51,2023-03-30 00:14:36,AA_335873244,CB
4,10,2023-03-29 01:14:36,AA_335873244,VM
5,18,2023-03-29 23:14:36,AA_335873244,CB
1,1,2023-03-28 23:14:36,AA_508003245,VM
5,1394,2023-03-29 22:14:36,AA_508003245,S
1,3,2023-03-28 22:14:36,AA_508003245,VM
3,79,2023-03-29 01:14:36,AA_131523246,CB
4,81,2023-03-29 22:14:36,AA_131523246,NI
3,4,2023-03-29 00:14:36,AA_131523246,VM
3,4,2023-03-29 22:14:36,AA_896283247,VM
2,2,2023-03-28 22:14:36,AA_896283247,VM
2,5,2023-03-30 01:14:36,AA_896283247,VM
4,2,2023-03-29 23:14:36,AA_896283247,VM
3,6,2023-03-29 23:14:36,AA_896283247,VM
5,8,2023-03-29 23:14:36,AA_804943248,VM
4,7,2023-03-30 01:14:36,AA_804943248,VM
5,4,2023-03-29 00:14:36,AA_804943248,VM
4,21,2023-03-29 00:14:36,AA_689983249,CB
4,21,2023-03-29 23:14:36,AA_689983249,CB
3,2921,2023-03-29 22:14:36,AA_689983249,S
3,3,2023-03-30 00:14:36,AA_689983249,VM
3,50,2023-03-30 00:14:36,AA_370903250,CB
4,29,2023-03-29 23:14:36,AA_370903250,NI
4,56,2023-03-29 23:14:36,AA_144613251,CB
1,6,2023-03-28 23:14:36,AA_144613251,VM
1,266,2023-03-30 00:14:36,AA_970453252,NI
5,277,2023-03-29 23:14:36,AA_970453252,NI
5,8,2023-03-29 00:14:36,AA_852033253,VM
4,3,2023-03-30 01:14:36,AA_852033253,VM
2,10,2023-03-30 01:14:36,AA_653083254,VM
3,7,2023-03-29 23:14:36,AA_653083254,VM
4,95,2023-03-30 00:14:36,AA_653083254,CB
5,7,2023-03-29 23:14:36,AA_653083254,VM
1,196,2023-03-30 01:14:36,AA_465483255,NI
5,10,2023-03-30 00:14:36,AA_465483255,VM
1,254,2023-03-29 23:14:36,AA_609223256,NI
1,131,2023-03-29 23:14:36,AA_609223256,NI
1,258,2023-03-29 23:14:36,AA_340023257,NI
4,2636,2023-03-29 00:14:36,AA_340023257,S
2,246,2023-03-30 00:14:36,AA_340023257,NI
1,8,2023-03-29 00:14:36,AA_568333258,VM
5,136,2023-03-30 00:14:36,AA_568333258,NI
3,187,2023-03-29 22:14:36,AA_942163259,NI
2,7,2023-03-28 22:14:36,AA_942163259,VM
5,86,2023-03-30 01:14:36,AA_143883260,NI
2,19,2023-03-29 23:14:36,AA_143883260,CB
2,6,2023-03-30 00:14:36,AA_143883260,VM
4,29,2023-03-29 23:14:36,AA_143883260,CB
2,8,2023-03-29 23:14:36,AA_622493261,VM
5,78,2023-03-30 01:14:36,AA_622493261,CB
3,98,2023-03-30 01:14:36,AA_657323262,CB
2,68,2023-03-28 22:14:36,AA_657323262,NI
3,10,2023-03-28 22:14:36,AA_324303263,VM
4,146,2023-03-29 22:14:36,AA_324303263,NI
1,8,2023-03-28 22:14:36,AA_810383264,CB
4,2711,2023-03-29 01:14:36,AA_810383264,S
2,2,2023-03-30 01:14:36,AA_258023265,VM
2,55,2023-03-28 22:14:36,AA_258023265,NI
4,2,2023-03-30 00:14:36,AA_771183266,VM
3,7,2023-03-28 23:14:36,AA_771183266,VM
4,285,2023-03-28 23:14:36,AA_771183266,NI
5,9,2023-03-30 01:14:36,AA_182443267,VM
3,8,2023-03-29 22:14:36,AA_182443267,VM
2,1,2023-03-29 00:14:36,AA_182443267,VM
5,20,2023-03-29 01:14:36,AA_182443267,NI
5,2518,2023-03-29 22:14:36,AA_182443267,S
1,142,2023-03-30 01:14:36,AA_513153268,NI
2,9,2023-03-29 01:14:36,AA_513153268,VM
1,63,2023-03-28 23:14:36,AA_513153268,CB
2,6,2023-03-29 00:14:36,AA_521873269,VM
2,239,2023-03-29 22:14:36,AA_521873269,NI
5,257,2023-03-30 01:14:36,AA_521873269,NI
2,4,2023-03-30 00:14:36,AA_521873269,VM
3,4,2023-03-30 01:14:36,AA_521873269,VM
1,1,2023-03-28 23:14:36,AA_658803270,VM
5,1397,2023-03-30 00:14:36,AA_658803270,S
1,1,2023-03-29 00:14:36,AA_615793271,VM
2,220,2023-03-29 22:14:36,AA_615793271,NI
5,1256,2023-03-30 01:14:36,AA_572683272,S
1,4,2023-03-30 01:14:36,AA_572683272,VM
3,2330,2023-03-28 22:14:36,AA_926873273,S
1,9,2023-03-29 22:14:36,AA_926873273,VM
3,2369,2023-03-29 01:14:36,AA_757293274,S
4,43,2023-03-29 23:14:36,AA_757293274,CB
2,3,2023-03-29 00:14:36,AA_757293274,VM
1,5,2023-03-28 23:14:36,AA_757293274,VM
2,1393,2023-03-29 22:14:36,AA_757293274,S
3,1877,2023-03-29 22:14:36,AA_859773275,S
2,300,2023-03-29 00:14:36,AA_859773275,NI
2,7,2023-03-30 00:14:36,AA_112983276,VM
1,53,2023-03-29 22:14:36,AA_112983276,CB
4,9,2023-03-29 01:14:36,AA_112983276,VM
3,10,2023-03-29 22:14:36,AA_546603277,VM
2,1,2023-03-29 22:14:36,AA_546603277,VM
1,1253,2023-03-29 23:14:36,AA_546603277,S
2,828,2023-03-30 00:14:36,AA_333023278,S
1,6,2023-03-28 22:14:36,AA_333023278,VM
1,1098,2023-03-29 23:14:36,AA_979673279,S
1,226,2023-03-29 23:14:36,AA_979673279,NI
3,1,2023-03-30 01:14:36,AA_331633280,VM
1,5,2023-03-29 22:14:36,AA_331633280,VM
4,2898,2023-03-30 01:14:36,AA_331633280,S
5,7,2023-03-28 23:14:36,AA_331633280,VM
1,90,2023-03-29 01:14:36,AA_331633280,NI
2,2,2023-03-29 22:14:36,AA_256363281,VM
2,1391,2023-03-29 23:14:36,AA_256363281,S
4,280,2023-03-29 00:14:36,AA_196033282,NI
1,10,2023-03-28 22:14:36,AA_196033282,VM
1,5,2023-03-29 23:14:36,AA_851463283,VM
1,283,2023-03-30 00:14:36,AA_851463283,NI
1,2313,2023-03-29 00:14:36,AA_611113284,S
5,193,2023-03-30 00:14:36,AA_611113284,NI
3,2,2023-03-30 00:14:36,AA_611113284,VM
5,2710,2023-03-29 23:14:36,AA_864003285,S
2,10,2023-03-30 01:14:36,AA_864003285,VM
4,8,2023-03-30 01:14:36,AA_392133286,VM
5,6,2023-03-30 00:14:36,AA_392133286,VM
2,271,2023-03-29 00:14:36,AA_543813287,NI
1,167,2023-03-29 00:14:36,AA_543813287,NI
5,4,2023-03-29 22:14:36,AA_543813287,VM
4,3,2023-03-28 23:14:36,AA_543813287,VM
4,1321,2023-03-29 01:14:36,AA_543813287,S
5,153,2023-03-30 00:14:36,AA_125313288,NI
4,1755,2023-03-28 23:14:36,AA_125313288,S
4,94,2023-03-29 00:14:36,AA_451523289,NI
3,42,2023-03-30 01:14:36,AA_451523289,CB
2,2,2023-03-29 23:14:36,AA_168093290,VM
5,3,2023-03-30 00:14:36,AA_168093290,VM
2,22,2023-03-29 00:14:36,AA_412453291,CB
1,164,2023-03-29 23:14:36,AA_412453291,NI
5,9,2023-03-28 23:14:36,AA_412453291,VM
3,1393,2023-03-29 23:14:36,AA_635083292,S
5,39,2023-03-29 23:14:36,AA_635083292,CB
5,5,2023-03-28 23:14:36,AA_635083292,VM
4,135,2023-03-30 00:14:36,AA_635083292,NI
2,143,2023-03-28 22:14:36,AA_140433293,NI
3,5,2023-03-29 01:14:36,AA_140433293,VM
5,42,2023-03-30 00:14:36,AA_627883294,CB
3,982,2023-03-29 00:14:36,AA_627883294,S
3,7,2023-03-30 00:14:36,AA_462933295,VM
3,6,2023-03-28 23:14:36,AA_462933295,VM
4,10,2023-03-29 23:14:36,AA_462933295,VM
4,7,2023-03-28 23:14:36,AA_462933295,VM
2,97,2023-03-29 00:14:36,AA_462933295,CB
3,201,2023-03-28 22:14:36,AA_612373296,NI
1,3,2023-03-28 22:14:36,AA_612373296,VM
5,4,2023-03-29 23:14:36,AA_612373296,VM
1,10,2023-03-29 23:14:36,AA_612373296,VM
1,10,2023-03-28 22:14:36,AA_958723297,VM
3,18,2023-03-29 23:14:36,AA_958723297,NI
2,164,2023-03-28 22:14:36,AA_399583298,NI
3,3,2023-03-28 22:14:36,AA_399583298,VM
2,10,2023-03-30 01:14:36,AA_570903299,VM
2,1345,2023-03-29 00:14:36,AA_570903299,S
4,3,2023-03-29 22:14:36,AA_972923300,VM
4,152,2023-03-28 22:14:36,AA_972923300,NI
4,143,2023-03-29 23:14:36,AA_728793301,NI
1,8,2023-03-29 00:14:36,AA_728793301,VM
4,286,2023-03-30 01:14:36,AA_727253302,NI
5,4,2023-03-28 23:14:36,AA_727253302,VM
1,837,2023-03-28 23:14:36,AA_464713303,S
3,8,2023-03-29 23:14:36,AA_464713303,VM
5,7,2023-03-29 01:14:36,AA_464713303,VM
5,8,2023-03-28 23:14:36,AA_464713303,VM
5,8,2023-03-30 00:14:36,AA_338903304,VM
3,1,2023-03-30 01:14:36,AA_338903304,VM
2,5,2023-03-30 01:14:36,AA_338903304,VM
5,15,2023-03-30 01:14:36,AA_143423305,CB
2,7,2023-03-29 22:14:36,AA_143423305,VM
5,10,2023-03-29 00:14:36,AA_143423305,VM
1,1,2023-03-28 22:14:36,AA_143423305,VM
1,2,2023-03-30 01:14:36,AA_143423305,VM
2,10,2023-03-30 00:14:36,AA_261553306,VM
2,2353,2023-03-29 01:14:36,AA_261553306,S
1,6,2023-03-29 23:14:36,AA_832853307,VM
2,2,2023-03-28 23:14:36,AA_832853307,VM
1,30,2023-03-30 01:14:36,AA_164183308,NI
2,6,2023-03-28 22:14:36,AA_164183308,VM
3,7,2023-03-29 23:14:36,AA_837653309,VM
4,267,2023-03-29 22:14:36,AA_837653309,NI
1,184,2023-03-29 00:14:36,AA_200163310,NI
5,1,2023-03-28 23:14:36,AA_200163310,VM
2,10,2023-03-28 23:14:36,AA_200163310,VM
3,2,2023-03-29 01:14:36,AA_200163310,VM
3,6,2023-03-28 22:14:36,AA_200163310,VM
4,3,2023-03-29 00:14:36,AA_556873311,VM
4,2848,2023-03-30 00:14:36,AA_556873311,S
1,2,2023-03-29 22:14:36,AA_640293312,VM
1,7,2023-03-29 22:14:36,AA_640293312,VM
2,3,2023-03-28 23:14:36,AA_640293312,VM
2,36,2023-03-30 00:14:36,AA_535563313,CB
1,4,2023-03-29 22:14:36,AA_535563313,VM
3,257,2023-03-30 01:14:36,AA_535563313,NI
3,2,2023-03-28 23:14:36,AA_464733314,VM
5,6,2023-03-28 23:14:36,AA_464733314,VM
1,262,2023-03-30 01:14:36,AA_464733314,NI
4,59,2023-03-29 01:14:36,AA_464733314,CB
5,6,2023-03-30 01:14:36,AA_418533315,VM
2,10,2023-03-28 23:14:36,AA_418533315,VM
1,3,2023-03-29 01:14:36,AA_504273316,VM
3,5,2023-03-30 00:14:36,AA_504273316,VM
3,8,2023-03-29 00:14:36,AA_504273316,VM
4,6,2023-03-29 01:14:36,AA_240203317,VM
2,176,2023-03-30 00:14:36,AA_240203317,NI
2,8,2023-03-30 01:14:36,AA_384683318,CB
2,5,2023-03-29 23:14:36,AA_384683318,VM
4,1749,2023-03-29 23:14:36,AA_494053319,S
3,3,2023-03-30 00:14:36,AA_494053319,VM
3,767,2023-03-29 23:14:36,AA_494053319,S
4,5,2023-03-29 23:14:36,AA_494053319,VM
5,10,2023-03-29 00:14:36,AA_494053319,VM
3,7,2023-03-30 01:14:36,AA_635193320,VM
5,59,2023-03-30 00:14:36,AA_635193320,CB
5,10,2023-03-29 01:14:36,AA_723513321,VM
2,2,2023-03-29 01:14:36,AA_723513321,VM
2,1,2023-03-28 22:14:36,AA_653413322,VM
1,10,2023-03-29 01:14:36,AA_653413322,VM
3,9,2023-03-30 01:14:36,AA_653413322,VM
2,258,2023-03-28 23:14:36,AA_653413322,NI
4,215,2023-03-29 22:14:36,AA_653413322,NI
4,10,2023-03-29 01:14:36,AA_640853323,VM
3,265,2023-03-30 00:14:36,AA_640853323,NI
3,3,2023-03-29 22:14:36,AA_640853323,CB
3,8,2023-03-29 01:14:36,AA_640853323,VM
4,123,2023-03-30 00:14:36,AA_402713324,NI
1,2130,2023-03-29 22:14:36,AA_402713324,S
1,53,2023-03-29 01:14:36,AA_402713324,NI
3,6,2023-03-28 23:14:36,AA_265023325,VM
4,48,2023-03-30 00:14:36,AA_265023325,CB
3,8,2023-03-30 00:14:36,AA_980913326,VM
1,9,2023-03-30 00:14:36,AA_980913326,VM
4,86,2023-03-29 01:14:36,AA_980913326,NI
1,64,2023-03-28 23:14:36,AA_980913326,CB
5,10,2023-03-28 22:14:36,AA_422203327,VM
1,56,2023-03-28 22:14:36,AA_422203327,CB
2,3,2023-03-30 01:14:36,AA_894533328,VM
5,7,2023-03-30 00:14:36,AA_894533328,VM
3,1903,2023-03-28 22:14:36,AA_894533328,S
3,9,2023-03-29 22:14:36,AA_342833329,VM
5,9,2023-03-28 23:14:36,AA_342833329,VM
3,2341,2023-03-29 01:14:36,AA_120883330,S
4,207,2023-03-28 23:14:36,AA_120883330,NI
1,92,2023-03-29 22:14:36,AA_157263331,NI
3,5,2023-03-30 01:14:36,AA_157263331,VM
4,10,2023-03-29 23:14:36,AA_157263331,VM
1,73,2023-03-29 23:14:36,AA_454333332,CB
3,137,2023-03-29 01:14:36,AA_454333332,NI
5,2,2023-03-28 23:14:36,AA_454333332,VM
3,9,2023-03-29 22:14:36,AA_454333332,VM
5,11,2023-03-29 01:14:36,AA_454333332,CB
3,28,2023-03-29 00:14:36,AA_880303333,CB
2,67,2023-03-30 00:14:36,AA_880303333,NI
3,4,2023-03-29 01:14:36,AA_880303333,CB
2,174,2023-03-30 00:14:36,AA_545643334,NI
4,8,2023-03-29 00:14:36,AA_545643334,VM
3,92,2023-03-30 00:14:36,AA_810483335,CB
4,7,2023-03-28 22:14:36,AA_810483335,VM
4,195,2023-03-29 23:14:36,AA_855183336,NI
4,3,2023-03-30 01:14:36,AA_855183336,VM
1,1,2023-03-30 00:14:36,AA_766773337,VM
2,18,2023-03-28 23:14:36,AA_766773337,CB
5,2116,2023-03-28 23:14:36,AA_766773337,S
4,5,2023-03-29 00:14:36,AA_766773337,VM
3,5,2023-03-29 22:14:36,AA_826783338,VM
5,1,2023-03-29 00:14:36,AA_826783338,VM
1,263,2023-03-29 23:14:36,AA_828903339,NI
4,173,2023-03-28 23:14:36,AA_828903339,NI
2,8,2023-03-29 00:14:36,AA_588103340,VM
4,9,2023-03-30 01:14:36,AA_588103340,VM
2,2,2023-03-28 23:14:36,AA_394323341,VM
5,86,2023-03-28 23:14:36,AA_394323341,CB
2,13,2023-03-30 00:14:36,AA_394323341,CB
5,69,2023-03-29 01:14:36,AA_106313342,CB
5,5,2023-03-28 23:14:36,AA_106313342,VM
5,2511,2023-03-30 00:14:36,AA_155203343,S
2,2074,2023-03-30 00:14:36,AA_155203343,S
5,4,2023-03-29 22:14:36,AA_245543344,VM
1,7,2023-03-29 01:14:36,AA_245543344,VM
1,1,2023-03-29 22:14:36,AA_245543344,VM
4,3,2023-03-29 01:14:36,AA_341473345,VM
4,3,2023-03-30 00:14:36,AA_341473345,VM
3,3,2023-03-30 01:14:36,AA_341473345,VM
1,868,2023-03-28 23:14:36,AA_341473345,S
4,4,2023-03-30 01:14:36,AA_327043346,VM
4,84,2023-03-29 22:14:36,AA_327043346,CB
4,8,2023-03-29 01:14:36,AA_613473347,VM
1,63,2023-03-29 22:14:36,AA_613473347,CB
3,251,2023-03-29 23:14:36,AA_613473347,NI
3,4,2023-03-29 01:14:36,AA_613473347,VM
4,8,2023-03-29 00:14:36,AA_613473347,VM
5,9,2023-03-29 23:14:36,AA_966803348,VM
2,32,2023-03-29 23:14:36,AA_966803348,NI
4,1,2023-03-29 23:14:36,AA_966803348,VM
5,8,2023-03-29 01:14:36,AA_633713349,VM
5,2,2023-03-29 01:14:36,AA_633713349,VM
2,2979,2023-03-29 01:14:36,AA_633713349,S
5,82,2023-03-30 01:14:36,AA_921993350,NI
5,47,2023-03-29 23:14:36,AA_921993350,CB
2,38,2023-03-30 01:14:36,AA_921993350,NI
5,4,2023-03-29 22:14:36,AA_921993350,VM
2,67,2023-03-29 22:14:36,AA_921993350,NI
2,98,2023-03-28 23:14:36,AA_575943351,CB
