call_centre_code,campaign_id,date_sent,lead_id
1,3,2023/03/30,AA_550072592
1,1,2023/03/29,AA_203912593
2,1,2023/03/30,AA_682582594
1,1,2023/03/29,AA_362192595
1,3,2023/03/30,AA_698262596
1,2,2023/03/29,AA_135702597
1,2,2023/03/30,AA_846432598
2,1,2023/03/29,AA_669492599
2,1,2023/03/30,AA_934892600
2,3,2023/03/29,AA_121592601
2,1,2023/03/30,AA_269642602
2,3,2023/03/29,AA_328652603
2,3,2023/03/30,AA_846582604
1,3,2023/03/29,AA_405032605
2,2,2023/03/30,AA_465022606
2,2,2023/03/29,AA_946032607
2,3,2023/03/30,AA_768432608
1,2,2023/03/29,AA_126772609
1,3,2023/03/30,AA_546792610
2,2,2023/03/29,AA_491982611
2,3,2023/03/30,AA_308662612
1,2,2023/03/29,AA_565792613
2,3,2023/03/30,AA_266962614
2,2,2023/03/29,AA_860372615
1,3,2023/03/30,AA_416962616
2,3,2023/03/29,AA_787462617
1,2,2023/03/30,AA_683422618
1,3,2023/03/29,AA_118762619
1,1,2023/03/30,AA_613952620
1,1,2023/03/29,AA_964532621
1,2,2023/03/30,AA_155452622
2,2,2023/03/29,AA_575782623
1,3,2023/03/30,AA_792332624
2,2,2023/03/29,AA_844822625
2,3,2023/03/30,AA_686182626
1,3,2023/03/29,AA_792732627
1,3,2023/03/30,AA_586812628
1,3,2023/03/29,AA_283552629
1,1,2023/03/30,AA_368112630
1,1,2023/03/29,AA_759112631
1,2,2023/03/30,AA_565052632
1,2,2023/03/29,AA_139822633
2,2,2023/03/30,AA_499312634
1,2,2023/03/29,AA_377022635
2,1,2023/03/30,AA_283302636
2,3,2023/03/29,AA_147082637
1,3,2023/03/30,AA_440372638
1,3,2023/03/29,AA_623692639
2,1,2023/03/30,AA_937762640
2,3,2023/03/29,AA_102322641
2,3,2023/03/30,AA_826232642
2,2,2023/03/29,AA_889652643
1,2,2023/03/30,AA_980292644
1,3,2023/03/29,AA_520152645
2,1,2023/03/30,AA_650242646
1,1,2023/03/29,AA_108832647
2,1,2023/03/30,AA_594472648
2,3,2023/03/29,AA_254812649
2,3,2023/03/30,AA_943372650
2,2,2023/03/29,AA_524832651
2,3,2023/03/30,AA_636682652
2,2,2023/03/29,AA_435452653
2,3,2023/03/30,AA_699252654
2,1,2023/03/29,AA_162212655
1,3,2023/03/30,AA_890882656
2,1,2023/03/29,AA_730412657
1,1,2023/03/30,AA_543592658
2,1,2023/03/29,AA_510302659
1,1,2023/03/30,AA_307942660
1,2,2023/03/29,AA_550092661
1,2,2023/03/30,AA_885952662
1,1,2023/03/29,AA_871922663
2,1,2023/03/30,AA_887712664
2,1,2023/03/29,AA_801682665
1,2,2023/03/30,AA_838852666
2,2,2023/03/29,AA_698242667
1,2,2023/03/30,AA_332672668
1,3,2023/03/29,AA_531062669
1,3,2023/03/30,AA_901422670
2,2,2023/03/29,AA_697762671
2,1,2023/03/30,AA_228332672
2,3,2023/03/29,AA_837912673
2,3,2023/03/30,AA_736442674
2,3,2023/03/29,AA_607942675
2,2,2023/03/30,AA_415192676
1,1,2023/03/29,AA_532062677
2,2,2023/03/30,AA_434342678
2,1,2023/03/29,AA_878622679
1,3,2023/03/30,AA_609462680
1,1,2023/03/29,AA_666672681
1,2,2023/03/30,AA_698292682
1,2,2023/03/29,AA_129102683
1,3,2023/03/30,AA_544022684
1,2,2023/03/29,AA_616132685
1,2,2023/03/30,AA_348872686
1,2,2023/03/29,AA_126532687
2,2,2023/03/30,AA_522322688
2,1,2023/03/29,AA_228462689
1,3,2023/03/30,AA_114422690
1,3,2023/03/29,AA_982762691
1,2,2023/03/30,AA_368612692
2,1,2023/03/29,AA_983902693
1,1,2023/03/30,AA_897452694
2,2,2023/03/29,AA_175552695
2,1,2023/03/30,AA_601772696
2,2,2023/03/29,AA_398592697
1,1,2023/03/30,AA_908012698
2,3,2023/03/29,AA_369472699
2,1,2023/03/30,AA_248612700
1,2,2023/03/29,AA_199692701
2,2,2023/03/30,AA_399322702
2,3,2023/03/29,AA_358932703
1,2,2023/03/30,AA_727682704
1,1,2023/03/29,AA_232442705
1,2,2023/03/30,AA_691012706
1,3,2023/03/29,AA_737712707
1,2,2023/03/30,AA_895272708
2,2,2023/03/29,AA_480132709
1,1,2023/03/30,AA_652982710
2,1,2023/03/29,AA_618722711
1,2,2023/03/30,AA_931532712
1,1,2023/03/29,AA_517532713
2,2,2023/03/30,AA_663402714
2,1,2023/03/29,AA_855512715
1,2,2023/03/30,AA_220332716
2,3,2023/03/29,AA_806572717
1,2,2023/03/30,AA_449592718
2,3,2023/03/29,AA_173692719
1,2,2023/03/30,AA_308922720
2,3,2023/03/29,AA_235192721
2,3,2023/03/30,AA_875332722
1,2,2023/03/29,AA_642952723
1,3,2023/03/30,AA_423652724
1,3,2023/03/29,AA_194122725
2,2,2023/03/30,AA_697662726
2,2,2023/03/29,AA_740922727
1,3,2023/03/30,AA_793012728
1,2,2023/03/29,AA_783552729
1,2,2023/03/30,AA_971822730
2,3,2023/03/29,AA_978462731
1,3,2023/03/30,AA_501912732
1,2,2023/03/29,AA_216992733
1,2,2023/03/30,AA_898362734
2,3,2023/03/29,AA_876732735
1,3,2023/03/30,AA_578172736
1,3,2023/03/29,AA_963432737
1,2,2023/03/30,AA_343962738
2,2,2023/03/29,AA_943212739
1,3,2023/03/30,AA_735672740
1,3,2023/03/29,AA_563982741
2,1,2023/03/30,AA_998222742
1,3,2023/03/29,AA_157892743
1,1,2023/03/30,AA_654742744
2,2,2023/03/29,AA_545822745
2,1,2023/03/30,AA_298762746
1,1,2023/03/29,AA_925102747
2,1,2023/03/30,AA_707212748
1,1,2023/03/29,AA_822422749
2,1,2023/03/30,AA_459932750
1,2,2023/03/29,AA_865832751
2,1,2023/03/30,AA_664832752
1,3,2023/03/29,AA_499952753
1,2,2023/03/30,AA_361932754
1,3,2023/03/29,AA_134112755
2,1,2023/03/30,AA_277652756
2,1,2023/03/29,AA_647112757
2,1,2023/03/30,AA_201542758
2,3,2023/03/29,AA_869202759
2,1,2023/03/30,AA_343182760
2,3,2023/03/29,AA_587122761
1,3,2023/03/30,AA_668742762
1,1,2023/03/29,AA_478292763
2,1,2023/03/30,AA_884082764
1,2,2023/03/29,AA_150042765
2,2,2023/03/30,AA_852932766
1,2,2023/03/29,AA_448012767
1,3,2023/03/30,AA_709812768
1,1,2023/03/29,AA_449072769
2,1,2023/03/30,AA_837862770
2,3,2023/03/29,AA_833582771
2,1,2023/03/30,AA_316062772
1,2,2023/03/29,AA_230482773
1,2,2023/03/30,AA_196662774
2,2,2023/03/29,AA_889192775
2,1,2023/03/30,AA_189662776
2,2,2023/03/29,AA_725572777
2,3,2023/03/30,AA_248942778
2,3,2023/03/29,AA_138862779
2,1,2023/03/30,AA_163252780
2,1,2023/03/29,AA_281862781
2,2,2023/03/30,AA_388432782
2,2,2023/03/29,AA_967052783
2,3,2023/03/30,AA_381832784
1,2,2023/03/29,AA_714442785
1,1,2023/03/30,AA_237802786
1,3,2023/03/29,AA_411282787
2,1,2023/03/30,AA_780182788
1,3,2023/03/29,AA_899342789
1,1,2023/03/30,AA_291422790
2,3,2023/03/29,AA_760042791
1,1,2023/03/30,AA_602752792
2,2,2023/03/29,AA_400542793
1,3,2023/03/30,AA_379622794
1,3,2023/03/29,AA_925302795
2,2,2023/03/30,AA_422202796
2,3,2023/03/29,AA_966722797
2,1,2023/03/30,AA_884412798
2,2,2023/03/29,AA_534132799
2,1,2023/03/30,AA_814602800
1,2,2023/03/29,AA_314732801
1,2,2023/03/30,AA_487512802
1,1,2023/03/29,AA_173212803
1,3,2023/03/30,AA_889912804
1,1,2023/03/29,AA_552782805
1,1,2023/03/30,AA_737632806
1,1,2023/03/29,AA_429272807
1,3,2023/03/30,AA_462702808
1,1,2023/03/29,AA_244702809
2,3,2023/03/30,AA_281262810
2,3,2023/03/29,AA_341202811
2,1,2023/03/30,AA_794942812
1,3,2023/03/29,AA_686772813
2,2,2023/03/30,AA_956232814
2,1,2023/03/29,AA_606852815
1,1,2023/03/30,AA_462582816
2,2,2023/03/29,AA_369222817
1,1,2023/03/30,AA_143232818
1,1,2023/03/29,AA_727272819
1,2,2023/03/30,AA_457722820
2,2,2023/03/29,AA_691592821
1,2,2023/03/30,AA_880992822
1,3,2023/03/29,AA_184872823
2,3,2023/03/30,AA_883142824
1,1,2023/03/29,AA_566432825
1,3,2023/03/30,AA_154692826
1,2,2023/03/29,AA_506022827
2,1,2023/03/30,AA_810352828
2,2,2023/03/29,AA_130722829
1,3,2023/03/30,AA_561772830
1,2,2023/03/29,AA_883762831
1,2,2023/03/30,AA_332812832
2,1,2023/03/29,AA_855402833
2,2,2023/03/30,AA_380522834
1,3,2023/03/29,AA_433472835
2,1,2023/03/30,AA_123762836
2,3,2023/03/29,AA_458632837
1,3,2023/03/30,AA_560732838
2,1,2023/03/29,AA_837282839
1,2,2023/03/30,AA_756302840
1,2,2023/03/29,AA_316872841
1,2,2023/03/30,AA_449162842
2,2,2023/03/29,AA_422802843
1,2,2023/03/30,AA_512962844
1,1,2023/03/29,AA_626562845
1,2,2023/03/30,AA_170632846
2,3,2023/03/29,AA_554172847
2,2,2023/03/30,AA_188282848
2,1,2023/03/29,AA_237612849
2,2,2023/03/30,AA_321032850
2,1,2023/03/29,AA_760182851
2,3,2023/03/30,AA_571472852
1,3,2023/03/29,AA_743992853
1,3,2023/03/30,AA_826582854
2,1,2023/03/29,AA_313232855
2,1,2023/03/30,AA_794802856
2,1,2023/03/29,AA_215162857
1,2,2023/03/30,AA_143442858
1,2,2023/03/29,AA_800022859
2,1,2023/03/30,AA_129872860
2,3,2023/03/29,AA_628642861
2,3,2023/03/30,AA_272842862
2,2,2023/03/29,AA_110642863
2,1,2023/03/30,AA_847962864
1,3,2023/03/29,AA_694952865
1,2,2023/03/30,AA_915492866
1,3,2023/03/29,AA_803432867
1,2,2023/03/30,AA_812222868
2,2,2023/03/29,AA_451612869
1,2,2023/03/30,AA_521102870
1,3,2023/03/29,AA_779752871
2,3,2023/03/30,AA_876082872
2,1,2023/03/29,AA_947752873
1,3,2023/03/30,AA_426342874
2,2,2023/03/29,AA_453222875
1,1,2023/03/30,AA_791332876
2,1,2023/03/29,AA_971532877
2,3,2023/03/30,AA_160322878
2,3,2023/03/29,AA_250812879
1,2,2023/03/30,AA_184362880
1,1,2023/03/29,AA_832842881
2,2,2023/03/30,AA_848702882
1,3,2023/03/29,AA_637602883
2,1,2023/03/30,AA_603502884
2,3,2023/03/29,AA_900182885
1,1,2023/03/30,AA_607372886
2,1,2023/03/29,AA_790642887
2,1,2023/03/30,AA_167972888
1,2,2023/03/29,AA_802892889
1,2,2023/03/30,AA_471602890
2,2,2023/03/29,AA_710822891
2,3,2023/03/30,AA_563382892
1,2,2023/03/29,AA_733182893
1,2,2023/03/30,AA_660902894
1,1,2023/03/29,AA_987522895
2,3,2023/03/30,AA_852792896
2,2,2023/03/29,AA_543692897
1,1,2023/03/30,AA_534092898
2,2,2023/03/29,AA_536252899
1,3,2023/03/30,AA_108952900
2,1,2023/03/29,AA_675702901
2,1,2023/03/30,AA_238752902
1,2,2023/03/29,AA_466662903
2,1,2023/03/30,AA_214742904
1,1,2023/03/29,AA_663602905
1,1,2023/03/30,AA_939692906
2,1,2023/03/29,AA_178092907
2,1,2023/03/30,AA_350872908
1,3,2023/03/29,AA_436722909
2,1,2023/03/30,AA_252582910
2,2,2023/03/29,AA_852002911
1,1,2023/03/30,AA_700982912
1,1,2023/03/29,AA_164292913
2,2,2023/03/30,AA_356852914
2,3,2023/03/29,AA_269462915
2,1,2023/03/30,AA_462922916
2,1,2023/03/29,AA_602702917
2,1,2023/03/30,AA_940612918
1,1,2023/03/29,AA_506332919
2,3,2023/03/30,AA_936402920
1,2,2023/03/29,AA_487622921
1,3,2023/03/30,AA_956652922
1,2,2023/03/29,AA_312702923
2,1,2023/03/30,AA_356962924
2,2,2023/03/29,AA_344332925
1,1,2023/03/30,AA_825262926
2,1,2023/03/29,AA_380772927
2,3,2023/03/30,AA_711112928
2,3,2023/03/29,AA_926052929
2,1,2023/03/30,AA_263462930
2,2,2023/03/29,AA_197002931
1,1,2023/03/30,AA_345082932
1,1,2023/03/29,AA_988832933
2,1,2023/03/30,AA_580172934
2,3,2023/03/29,AA_296112935
2,1,2023/03/30,AA_345512936
1,2,2023/03/29,AA_755892937
2,1,2023/03/30,AA_473772938
2,2,2023/03/29,AA_404102939
2,3,2023/03/30,AA_108542940
1,3,2023/03/29,AA_124052941
1,3,2023/03/30,AA_565582942
1,3,2023/03/29,AA_776562943
2,3,2023/03/30,AA_233132944
2,3,2023/03/29,AA_633782945
2,1,2023/03/30,AA_147092946
1,3,2023/03/29,AA_577752947
2,3,2023/03/30,AA_144102948
2,1,2023/03/29,AA_556012949
1,3,2023/03/30,AA_504962950
2,3,2023/03/29,AA_870542951
2,3,2023/03/30,AA_364372952
1,3,2023/03/29,AA_386182953
2,2,2023/03/30,AA_605722954
2,3,2023/03/29,AA_948012955
1,1,2023/03/30,AA_405932956
1,3,2023/03/29,AA_496122957
1,1,2023/03/30,AA_211862958
1,1,2023/03/29,AA_549262959
2,2,2023/03/30,AA_516632960
1,3,2023/03/29,AA_924962961
2,3,2023/03/30,AA_811272962
1,3,2023/03/29,AA_829972963
2,3,2023/03/30,AA_886562964
2,1,2023/03/29,AA_439452965
2,1,2023/03/30,AA_578692966
1,3,2023/03/29,AA_662372967
1,1,2023/03/30,AA_590652968
1,1,2023/03/29,AA_921212969
1,1,2023/03/30,AA_500512970
1,2,2023/03/29,AA_722692971
1,3,2023/03/30,AA_354502972
2,3,2023/03/29,AA_441812973
1,1,2023/03/30,AA_485042974
2,2,2023/03/29,AA_913132975
1,2,2023/03/30,AA_614682976
2,3,2023/03/29,AA_431852977
1,3,2023/03/30,AA_819152978
1,3,2023/03/29,AA_588492979
2,2,2023/03/30,AA_218942980
1,1,2023/03/29,AA_270842981
1,3,2023/03/30,AA_558912982
1,2,2023/03/29,AA_621772983
1,2,2023/03/30,AA_545872984
1,1,2023/03/29,AA_383532985
2,3,2023/03/30,AA_614802986
1,2,2023/03/29,AA_658102987
1,1,2023/03/30,AA_285562988
2,3,2023/03/29,AA_828842989
2,3,2023/03/30,AA_456072990
1,3,2023/03/29,AA_997162991
2,3,2023/03/30,AA_703852992
2,3,2023/03/29,AA_858812993
2,1,2023/03/30,AA_130022994
2,3,2023/03/29,AA_522132995
2,1,2023/03/30,AA_257262996
1,2,2023/03/29,AA_577082997
1,3,2023/03/30,AA_997352998
1,2,2023/03/29,AA_255202999
1,1,2023/03/30,AA_116293000
1,2,2023/03/29,AA_487443001
2,3,2023/03/30,AA_427543002
2,1,2023/03/29,AA_219883003
1,3,2023/03/30,AA_547873004
1,2,2023/03/29,AA_830543005
1,3,2023/03/30,AA_386223006
1,3,2023/03/29,AA_109613007
1,2,2023/03/30,AA_868183008
1,1,2023/03/29,AA_277603009
1,1,2023/03/30,AA_998693010
2,3,2023/03/29,AA_515283011
1,1,2023/03/30,AA_386073012
1,3,2023/03/29,AA_401773013
1,3,2023/03/30,AA_859113014
1,1,2023/03/29,AA_616253015
2,3,2023/03/30,AA_577163016
2,3,2023/03/29,AA_523753017
2,2,2023/03/30,AA_119973018
1,1,2023/03/29,AA_416143019
2,2,2023/03/30,AA_226363020
1,3,2023/03/29,AA_579033021
1,2,2023/03/30,AA_491193022
1,3,2023/03/29,AA_887353023
1,1,2023/03/30,AA_847413024
2,1,2023/03/29,AA_403793025
1,2,2023/03/30,AA_592443026
2,1,2023/03/29,AA_596963027
1,2,2023/03/30,AA_458913028
2,3,2023/03/29,AA_506633029
2,2,2023/03/30,AA_984553030
2,1,2023/03/29,AA_383963031
2,2,2023/03/30,AA_917123032
2,2,2023/03/29,AA_565753033
2,3,2023/03/30,AA_235113034
1,1,2023/03/29,AA_839503035
2,3,2023/03/30,AA_441083036
2,2,2023/03/29,AA_997513037
1,2,2023/03/30,AA_771183038
2,2,2023/03/29,AA_803383039
1,2,2023/03/30,AA_466183040
2,2,2023/03/29,AA_993353041
2,3,2023/03/30,AA_239703042
1,1,2023/03/29,AA_415273043
2,1,2023/03/30,AA_805103044
2,1,2023/03/29,AA_389183045
1,2,2023/03/30,AA_170323046
1,3,2023/03/29,AA_143743047
1,2,2023/03/30,AA_720183048
1,2,2023/03/29,AA_437553049
2,1,2023/03/30,AA_524563050
1,3,2023/03/29,AA_119513051
2,1,2023/03/30,AA_229713052
1,3,2023/03/29,AA_366193053
2,3,2023/03/30,AA_876453054
1,1,2023/03/29,AA_774773055
2,1,2023/03/30,AA_359383056
1,1,2023/03/29,AA_402303057
2,2,2023/03/30,AA_937223058
2,2,2023/03/29,AA_235103059
1,2,2023/03/30,AA_199413060
2,2,2023/03/29,AA_453613061
1,1,2023/03/30,AA_804993062
2,3,2023/03/29,AA_517633063
2,2,2023/03/30,AA_224633064
1,1,2023/03/29,AA_231483065
2,1,2023/03/30,AA_127023066
2,2,2023/03/29,AA_246343067
1,2,2023/03/30,AA_308753068
1,3,2023/03/29,AA_594763069
2,2,2023/03/30,AA_836313070
2,1,2023/03/29,AA_252853071
1,2,2023/03/30,AA_861333072
1,2,2023/03/29,AA_968373073
2,2,2023/03/30,AA_616733074
2,2,2023/03/29,AA_809793075
1,3,2023/03/30,AA_683833076
1,1,2023/03/29,AA_332603077
1,2,2023/03/30,AA_968583078
2,1,2023/03/29,AA_748183079
2,1,2023/03/30,AA_974253080
2,2,2023/03/29,AA_114863081
1,3,2023/03/30,AA_115123082
1,2,2023/03/29,AA_262853083
1,2,2023/03/30,AA_905533084
1,2,2023/03/29,AA_811943085
1,1,2023/03/30,AA_128053086
2,2,2023/03/29,AA_966403087
1,2,2023/03/30,AA_996003088
1,3,2023/03/29,AA_348103089
2,2,2023/03/30,AA_272023090
2,2,2023/03/29,AA_803693091
2,1,2023/03/30,AA_204943092
2,3,2023/03/29,AA_869523093
2,1,2023/03/30,AA_475183094
1,2,2023/03/29,AA_423253095
1,2,2023/03/30,AA_769623096
1,2,2023/03/29,AA_934313097
2,1,2023/03/30,AA_649633098
1,2,2023/03/29,AA_404133099
1,2,2023/03/30,AA_770803100
2,1,2023/03/29,AA_360983101
1,2,2023/03/30,AA_252093102
2,1,2023/03/29,AA_798523103
2,1,2023/03/30,AA_363773104
2,3,2023/03/29,AA_732313105
1,3,2023/03/30,AA_134243106
1,3,2023/03/29,AA_328463107
1,2,2023/03/30,AA_865803108
2,3,2023/03/29,AA_823613109
2,2,2023/03/30,AA_750273110
1,3,2023/03/29,AA_495493111
1,1,2023/03/30,AA_298333112
2,2,2023/03/29,AA_376503113
2,3,2023/03/30,AA_818543114
2,1,2023/03/29,AA_395863115
1,2,2023/03/30,AA_245763116
2,1,2023/03/29,AA_511423117
2,2,2023/03/30,AA_755263118
1,3,2023/03/29,AA_751113119
2,3,2023/03/30,AA_218993120
2,3,2023/03/29,AA_912973121
1,3,2023/03/30,AA_615553122
1,2,2023/03/29,AA_972073123
1,3,2023/03/30,AA_576293124
2,1,2023/03/29,AA_611433125
1,3,2023/03/30,AA_308683126
2,1,2023/03/29,AA_704353127
2,1,2023/03/30,AA_806773128
2,2,2023/03/29,AA_564683129
2,3,2023/03/30,AA_847403130
2,3,2023/03/29,AA_626183131
2,2,2023/03/30,AA_597303132
1,1,2023/03/29,AA_435583133
1,3,2023/03/30,AA_885303134
2,2,2023/03/29,AA_735383135
2,3,2023/03/30,AA_338433136
1,2,2023/03/29,AA_853973137
1,1,2023/03/30,AA_484613138
2,1,2023/03/29,AA_719513139
2,1,2023/03/30,AA_708343140
1,2,2023/03/29,AA_290883141
2,3,2023/03/30,AA_979653142
2,3,2023/03/29,AA_241603143
2,3,2023/03/30,AA_165533144
1,2,2023/03/29,AA_297293145
2,1,2023/03/30,AA_841413146
2,2,2023/03/29,AA_549573147
1,2,2023/03/30,AA_918003148
2,3,2023/03/29,AA_183173149
1,3,2023/03/30,AA_678823150
2,2,2023/03/29,AA_991213151
1,1,2023/03/30,AA_155893152
2,3,2023/03/29,AA_528323153
1,3,2023/03/30,AA_880943154
1,1,2023/03/29,AA_503403155
1,1,2023/03/30,AA_137323156
2,2,2023/03/29,AA_826713157
2,2,2023/03/30,AA_784383158
1,3,2023/03/29,AA_159843159
2,3,2023/03/30,AA_784053160
2,3,2023/03/29,AA_337103161
2,2,2023/03/30,AA_261693162
1,2,2023/03/29,AA_269373163
1,2,2023/03/30,AA_247363164
2,2,2023/03/29,AA_475083165
2,2,2023/03/30,AA_997513166
2,3,2023/03/29,AA_220773167
1,2,2023/03/30,AA_670603168
2,3,2023/03/29,AA_127143169
2,3,2023/03/30,AA_129503170
1,3,2023/03/29,AA_308513171
2,3,2023/03/30,AA_956273172
2,3,2023/03/29,AA_413633173
1,2,2023/03/30,AA_152063174
1,3,2023/03/29,AA_704673175
1,2,2023/03/30,AA_793943176
1,3,2023/03/29,AA_603533177
2,1,2023/03/30,AA_273803178
1,1,2023/03/29,AA_912143179
2,2,2023/03/30,AA_594703180
1,1,2023/03/29,AA_485833181
2,1,2023/03/30,AA_772093182
1,3,2023/03/29,AA_935743183
1,1,2023/03/30,AA_858673184
2,2,2023/03/29,AA_349413185
2,3,2023/03/30,AA_632163186
2,1,2023/03/29,AA_189603187
1,1,2023/03/30,AA_521833188
1,1,2023/03/29,AA_433233189
2,2,2023/03/30,AA_256603190
2,2,2023/03/29,AA_436193191
2,3,2023/03/30,AA_457583192
1,3,2023/03/29,AA_339943193
2,3,2023/03/30,AA_121373194
1,3,2023/03/29,AA_500423195
2,3,2023/03/30,AA_402473196
2,2,2023/03/29,AA_572293197
2,3,2023/03/30,AA_600553198
2,2,2023/03/29,AA_647323199
1,2,2023/03/30,AA_919323200
2,3,2023/03/29,AA_316933201
1,1,2023/03/30,AA_650683202
2,3,2023/03/29,AA_242923203
1,2,2023/03/30,AA_810693204
2,2,2023/03/29,AA_614763205
2,2,2023/03/30,AA_927663206
1,3,2023/03/29,AA_515063207
1,3,2023/03/30,AA_383303208
1,1,2023/03/29,AA_889803209
1,1,2023/03/30,AA_523393210
1,1,2023/03/29,AA_107953211
2,1,2023/03/30,AA_782573212
2,2,2023/03/29,AA_772593213
1,2,2023/03/30,AA_146583214
2,2,2023/03/29,AA_818953215
2,1,2023/03/30,AA_876383216
2,1,2023/03/29,AA_674923217
2,3,2023/03/30,AA_435683218
1,2,2023/03/29,AA_477933219
1,3,2023/03/30,AA_991913220
1,2,2023/03/29,AA_759263221
2,2,2023/03/30,AA_899763222
1,1,2023/03/29,AA_595133223
2,3,2023/03/30,AA_239433224
2,1,2023/03/29,AA_682873225
2,2,2023/03/30,AA_203403226
2,2,2023/03/29,AA_600363227
2,3,2023/03/30,AA_295953228
1,2,2023/03/29,AA_926543229
1,2,2023/03/30,AA_878423230
2,3,2023/03/29,AA_205923231
2,3,2023/03/30,AA_192303232
1,1,2023/03/29,AA_842563233
1,3,2023/03/30,AA_573303234
1,2,2023/03/29,AA_668583235
2,3,2023/03/30,AA_844753236
1,2,2023/03/29,AA_677513237
1,2,2023/03/30,AA_928823238
1,1,2023/03/29,AA_895833239
1,1,2023/03/30,AA_443263240
2,3,2023/03/29,AA_216373241
2,3,2023/03/30,AA_982453242
1,2,2023/03/29,AA_916823243
2,2,2023/03/30,AA_335873244
2,1,2023/03/29,AA_508003245
1,3,2023/03/30,AA_131523246
1,2,2023/03/29,AA_896283247
1,2,2023/03/30,AA_804943248
1,2,2023/03/29,AA_689983249
2,3,2023/03/30,AA_370903250
1,1,2023/03/29,AA_144613251
2,3,2023/03/30,AA_970453252
2,1,2023/03/29,AA_852033253
1,3,2023/03/30,AA_653083254
2,3,2023/03/29,AA_465483255
1,3,2023/03/30,AA_609223256
1,2,2023/03/29,AA_340023257
2,2,2023/03/30,AA_568333258
2,3,2023/03/29,AA_942163259
2,1,2023/03/30,AA_143883260
2,3,2023/03/29,AA_622493261
2,3,2023/03/30,AA_657323262
1,1,2023/03/29,AA_324303263
2,3,2023/03/30,AA_810383264
2,3,2023/03/29,AA_258023265
1,1,2023/03/30,AA_771183266
2,3,2023/03/29,AA_182443267
1,1,2023/03/30,AA_513153268
2,3,2023/03/29,AA_521873269
1,1,2023/03/30,AA_658803270
1,3,2023/03/29,AA_615793271
1,1,2023/03/30,AA_572683272
1,1,2023/03/29,AA_926873273
1,2,2023/03/30,AA_757293274
1,2,2023/03/29,AA_859773275
2,2,2023/03/30,AA_112983276
1,2,2023/03/29,AA_546603277
1,1,2023/03/30,AA_333023278
1,1,2023/03/29,AA_979673279
1,1,2023/03/30,AA_331633280
1,1,2023/03/29,AA_256363281
1,2,2023/03/30,AA_196033282
1,2,2023/03/29,AA_851463283
1,3,2023/03/30,AA_611113284
1,2,2023/03/29,AA_864003285
2,3,2023/03/30,AA_392133286
1,2,2023/03/29,AA_543813287
1,3,2023/03/30,AA_125313288
2,1,2023/03/29,AA_451523289
1,3,2023/03/30,AA_168093290
1,3,2023/03/29,AA_412453291
2,2,2023/03/30,AA_635083292
2,2,2023/03/29,AA_140433293
1,2,2023/03/30,AA_627883294
2,1,2023/03/29,AA_462933295
2,3,2023/03/30,AA_612373296
2,3,2023/03/29,AA_958723297
1,3,2023/03/30,AA_399583298
2,1,2023/03/29,AA_570903299
2,2,2023/03/30,AA_972923300
2,1,2023/03/29,AA_728793301
1,2,2023/03/30,AA_727253302
1,1,2023/03/29,AA_464713303
1,2,2023/03/30,AA_338903304
1,2,2023/03/29,AA_143423305
1,2,2023/03/30,AA_261553306
2,3,2023/03/29,AA_832853307
1,2,2023/03/30,AA_164183308
1,2,2023/03/29,AA_837653309
2,3,2023/03/30,AA_200163310
1,3,2023/03/29,AA_556873311
2,2,2023/03/30,AA_640293312
1,1,2023/03/29,AA_535563313
2,1,2023/03/30,AA_464733314
2,2,2023/03/29,AA_418533315
2,3,2023/03/30,AA_504273316
2,3,2023/03/29,AA_240203317
1,2,2023/03/30,AA_384683318
2,3,2023/03/29,AA_494053319
1,1,2023/03/30,AA_635193320
1,2,2023/03/29,AA_723513321
1,1,2023/03/30,AA_653413322
1,2,2023/03/29,AA_640853323
2,3,2023/03/30,AA_402713324
1,1,2023/03/29,AA_265023325
1,1,2023/03/30,AA_980913326
1,2,2023/03/29,AA_422203327
1,3,2023/03/30,AA_894533328
2,3,2023/03/29,AA_342833329
1,3,2023/03/30,AA_120883330
1,1,2023/03/29,AA_157263331
2,2,2023/03/30,AA_454333332
2,1,2023/03/29,AA_880303333
1,2,2023/03/30,AA_545643334
1,3,2023/03/29,AA_810483335
1,1,2023/03/30,AA_855183336
1,3,2023/03/29,AA_766773337
2,2,2023/03/30,AA_826783338
1,1,2023/03/29,AA_828903339
2,1,2023/03/30,AA_588103340
1,2,2023/03/29,AA_394323341
2,2,2023/03/30,AA_106313342
2,2,2023/03/29,AA_155203343
2,2,2023/03/30,AA_245543344
2,3,2023/03/29,AA_341473345
1,3,2023/03/30,AA_327043346
2,3,2023/03/29,AA_613473347
1,2,2023/03/30,AA_966803348
1,3,2023/03/29,AA_633713349
2,3,2023/03/30,AA_921993350
2,3,2023/03/29,AA_575943351
2,1,2023/03/30,AA_104733352
1,3,2023/03/29,AA_686713353
2,2,2023/03/30,AA_449353354
1,2,2023/03/29,AA_129213355
1,3,2023/03/30,AA_675563356
1,1,2023/03/29,AA_732693357
2,3,2023/03/30,AA_778383358
2,3,2023/03/29,AA_643233359
2,3,2023/03/30,AA_494893360
2,1,2023/03/29,AA_406883361
2,3,2023/03/30,AA_806693362
2,1,2023/03/29,AA_480833363
1,3,2023/03/30,AA_948523364
2,3,2023/03/29,AA_367543365
1,3,2023/03/30,AA_489293366
2,3,2023/03/29,AA_512343367
